"kodewilayah","provinsi","kabupatenkota","kecamatan"
120920,"Sumatera Utara","Kab. Asahan","Kota Kisaran Timur"
120921,"Sumatera Utara","Kab. Asahan","Aek Songsongan"
120922,"Sumatera Utara","Kab. Asahan","Rahunig"
120923,"Sumatera Utara","Kab. Asahan","Sei Dadap"
120924,"Sumatera Utara","Kab. Asahan","Sei Kepayang Barat"
120925,"Sumatera Utara","Kab. Asahan","Sei Kepayang Timur"
120926,"Sumatera Utara","Kab. Asahan","Tinggi Raja"
120927,"Sumatera Utara","Kab. Asahan","Setia Janji"
120928,"Sumatera Utara","Kab. Asahan","Silau Laut"
120929,"Sumatera Utara","Kab. Asahan","Rawang Panca Arga"
120930,"Sumatera Utara","Kab. Asahan","Pulo Bandring"
120931,"Sumatera Utara","Kab. Asahan","Teluk Dalam"
120932,"Sumatera Utara","Kab. Asahan","Aek Ledong"
121001,"Sumatera Utara","Kab. Labuhanbatu","Rantau Utara"
121002,"Sumatera Utara","Kab. Labuhanbatu","Rantau Selatan"
121007,"Sumatera Utara","Kab. Labuhanbatu","Bilah Barat"
121008,"Sumatera Utara","Kab. Labuhanbatu","Bilah Hilir"
121009,"Sumatera Utara","Kab. Labuhanbatu","Bilah Hulu"
121014,"Sumatera Utara","Kab. Labuhanbatu","Pangkatan"
121018,"Sumatera Utara","Kab. Labuhanbatu","Panai Tengah"
121019,"Sumatera Utara","Kab. Labuhanbatu","Panai Hilir"
121020,"Sumatera Utara","Kab. Labuhanbatu","Panai Hulu"
121101,"Sumatera Utara","Kab. Dairi","Sidikalang"
121102,"Sumatera Utara","Kab. Dairi","Sumbul"
121103,"Sumatera Utara","Kab. Dairi","Tigalingga"
121104,"Sumatera Utara","Kab. Dairi","Siempat Nempu"
121105,"Sumatera Utara","Kab. Dairi","Silima Pungga Punga"
121106,"Sumatera Utara","Kab. Dairi","Tanah Pinem"
121107,"Sumatera Utara","Kab. Dairi","Siempat Nempu Hulu"
121108,"Sumatera Utara","Kab. Dairi","Siempat Nempu Hilir"
121109,"Sumatera Utara","Kab. Dairi","Pegagan Hilir"
121110,"Sumatera Utara","Kab. Dairi","Parbuluan"
121111,"Sumatera Utara","Kab. Dairi","Lae Parira"
121112,"Sumatera Utara","Kab. Dairi","Gunung Sitember"
121113,"Sumatera Utara","Kab. Dairi","Brampu"
121114,"Sumatera Utara","Kab. Dairi","Silahisabungan"
121115,"Sumatera Utara","Kab. Dairi","Sitinjo"
121201,"Sumatera Utara","Kab. Toba Samosir","Balige"
121202,"Sumatera Utara","Kab. Toba Samosir","Laguboti"
121203,"Sumatera Utara","Kab. Toba Samosir","Silaen"
121204,"Sumatera Utara","Kab. Toba Samosir","Habinsaran"
121205,"Sumatera Utara","Kab. Toba Samosir","Pintu Pohan Meranti"
121206,"Sumatera Utara","Kab. Toba Samosir","Borbor"
121207,"Sumatera Utara","Kab. Toba Samosir","Porsea"
121208,"Sumatera Utara","Kab. Toba Samosir","Ajibata"
121209,"Sumatera Utara","Kab. Toba Samosir","Lumban Julu"
121210,"Sumatera Utara","Kab. Toba Samosir","Uluan"
121219,"Sumatera Utara","Kab. Toba Samosir","Sigumpar"
121220,"Sumatera Utara","Kab. Toba Samosir","Siantar Narumonda"
121221,"Sumatera Utara","Kab. Toba Samosir","Nassau"
121222,"Sumatera Utara","Kab. Toba Samosir","Tampahan"
121223,"Sumatera Utara","Kab. Toba Samosir","Bonatua Lunasi"
121224,"Sumatera Utara","Kab. Toba Samosir","Parmaksian"
121301,"Sumatera Utara","Kab. Mandailing Natal","Panyabungan Kota"
121302,"Sumatera Utara","Kab. Mandailing Natal","Panyabungan Utara"
121303,"Sumatera Utara","Kab. Mandailing Natal","Panyabungan Timur"
121304,"Sumatera Utara","Kab. Mandailing Natal","Panyabungan Selatan"
121305,"Sumatera Utara","Kab. Mandailing Natal","Panyabungan Barat"
121306,"Sumatera Utara","Kab. Mandailing Natal","Siabu"
121307,"Sumatera Utara","Kab. Mandailing Natal","Bukit Malintang"
121308,"Sumatera Utara","Kab. Mandailing Natal","Kotanopan"
121309,"Sumatera Utara","Kab. Mandailing Natal","Lembah Sorik Marapi"
121310,"Sumatera Utara","Kab. Mandailing Natal","Tambangan"
121311,"Sumatera Utara","Kab. Mandailing Natal","Ulu Pungkut"
121312,"Sumatera Utara","Kab. Mandailing Natal","Muara Sipongi"
121313,"Sumatera Utara","Kab. Mandailing Natal","Batang Natal"
121314,"Sumatera Utara","Kab. Mandailing Natal","Lingga Bayu"
121315,"Sumatera Utara","Kab. Mandailing Natal","Batahan"
121316,"Sumatera Utara","Kab. Mandailing Natal","Natal"
121317,"Sumatera Utara","Kab. Mandailing Natal","Muara Batang Gadis"
121318,"Sumatera Utara","Kab. Mandailing Natal","Ranto Baek"
121319,"Sumatera Utara","Kab. Mandailing Natal","Huta Bargot"
121320,"Sumatera Utara","Kab. Mandailing Natal","Puncak Sorik Marapi"
121321,"Sumatera Utara","Kab. Mandailing Natal","Pakantan"
121322,"Sumatera Utara","Kab. Mandailing Natal","Sinunukan"
121323,"Sumatera Utara","Kab. Mandailing Natal","Naga Juang"
121401,"Sumatera Utara","Kab. Nias Selatan","Lolomatua"
121402,"Sumatera Utara","Kab. Nias Selatan","Gomo"
121403,"Sumatera Utara","Kab. Nias Selatan","Lahusa"
121404,"Sumatera Utara","Kab. Nias Selatan","Hibala"
121405,"Sumatera Utara","Kab. Nias Selatan","Pulau-Pulau Batu"
121406,"Sumatera Utara","Kab. Nias Selatan","Teluk Dalam"
121407,"Sumatera Utara","Kab. Nias Selatan","Amandraya"
121408,"Sumatera Utara","Kab. Nias Selatan","Lalowa'u"
121409,"Sumatera Utara","Kab. Nias Selatan","Susua"
121410,"Sumatera Utara","Kab. Nias Selatan","Maniamolo"
121411,"Sumatera Utara","Kab. Nias Selatan","Hilimegai"
121412,"Sumatera Utara","Kab. Nias Selatan","Toma"
121413,"Sumatera Utara","Kab. Nias Selatan","Mazino"
121414,"Sumatera Utara","Kab. Nias Selatan","Umbunasi"
121415,"Sumatera Utara","Kab. Nias Selatan","Aramo"
121416,"Sumatera Utara","Kab. Nias Selatan","Pulau-Pulau Batu Timur"
121417,"Sumatera Utara","Kab. Nias Selatan","Mazo"
121418,"Sumatera Utara","Kab. Nias Selatan","Fanayama"
121419,"Sumatera Utara","Kab. Nias Selatan","Ulunoyo"
121420,"Sumatera Utara","Kab. Nias Selatan","Huruna"
121421,"Sumatera Utara","Kab. Nias Selatan","O'o'u"
121422,"Sumatera Utara","Kab. Nias Selatan","Onohazumba"
121423,"Sumatera Utara","Kab. Nias Selatan","Hilisalawa'ahe"
121424,"Sumatera Utara","Kab. Nias Selatan","Ulususua"
121425,"Sumatera Utara","Kab. Nias Selatan","Sidua'ori"
121426,"Sumatera Utara","Kab. Nias Selatan","Somambawa"
121427,"Sumatera Utara","Kab. Nias Selatan","Boronadu"
121428,"Sumatera Utara","Kab. Nias Selatan","Simuk"
121429,"Sumatera Utara","Kab. Nias Selatan","Pulau-Pulau Batu Barat"
121430,"Sumatera Utara","Kab. Nias Selatan","Pulau-Pulau Batu Utara"
121431,"Sumatera Utara","Kab. Nias Selatan","Tanah Masa"
121501,"Sumatera Utara","Kab. Pakpak Bharat","Sitelu Tali Urang Jehe"
121502,"Sumatera Utara","Kab. Pakpak Bharat","Kerajaan"
121503,"Sumatera Utara","Kab. Pakpak Bharat","Salak"
121504,"Sumatera Utara","Kab. Pakpak Bharat","Sitelu Tali Urang Julu"
121505,"Sumatera Utara","Kab. Pakpak Bharat","Pergetteng Getteng Sengkut"
121506,"Sumatera Utara","Kab. Pakpak Bharat","Pagindar"
121507,"Sumatera Utara","Kab. Pakpak Bharat","Tinada"
121508,"Sumatera Utara","Kab. Pakpak Bharat","Siempat Rube"
121601,"Sumatera Utara","Kab. Humbang Hasundutan","Parlilitan"
121602,"Sumatera Utara","Kab. Humbang Hasundutan","Pollung"
121603,"Sumatera Utara","Kab. Humbang Hasundutan","Baktiraja"
121604,"Sumatera Utara","Kab. Humbang Hasundutan","Paranginan"
121605,"Sumatera Utara","Kab. Humbang Hasundutan","Lintong Nihuta"
121606,"Sumatera Utara","Kab. Humbang Hasundutan","Dolok Sanggul"
121607,"Sumatera Utara","Kab. Humbang Hasundutan","Sijamapolang"
121608,"Sumatera Utara","Kab. Humbang Hasundutan","Onan Ganjang"
121609,"Sumatera Utara","Kab. Humbang Hasundutan","Pakkat"
121610,"Sumatera Utara","Kab. Humbang Hasundutan","Tarabintang"
121701,"Sumatera Utara","Kab. Samosir","Simanindo"
121702,"Sumatera Utara","Kab. Samosir","Onan Runggu"
121703,"Sumatera Utara","Kab. Samosir","Nainggolan"
121704,"Sumatera Utara","Kab. Samosir","Palipi"
121705,"Sumatera Utara","Kab. Samosir","Harian"
121706,"Sumatera Utara","Kab. Samosir","Sianjar Mula Mula"
121707,"Sumatera Utara","Kab. Samosir","Ronggur Nihuta"
121708,"Sumatera Utara","Kab. Samosir","Pangururan"
121709,"Sumatera Utara","Kab. Samosir","Sitio-tio"
121801,"Sumatera Utara","Kab. Serdang Bedagai","Pantai Cermin"
121802,"Sumatera Utara","Kab. Serdang Bedagai","Perbaungan"
121803,"Sumatera Utara","Kab. Serdang Bedagai","Teluk Mengkudu"
121804,"Sumatera Utara","Kab. Serdang Bedagai","Sei. Rampah"
121805,"Sumatera Utara","Kab. Serdang Bedagai","Tanjung Beringin"
121806,"Sumatera Utara","Kab. Serdang Bedagai","Bandar Khalifah"
121807,"Sumatera Utara","Kab. Serdang Bedagai","Dolok Merawan"
121808,"Sumatera Utara","Kab. Serdang Bedagai","Sipispis"
121809,"Sumatera Utara","Kab. Serdang Bedagai","Dolok Masihul"
121810,"Sumatera Utara","Kab. Serdang Bedagai","Kotarih"
121811,"Sumatera Utara","Kab. Serdang Bedagai","Silinda"
121812,"Sumatera Utara","Kab. Serdang Bedagai","Serba Jadi"
121813,"Sumatera Utara","Kab. Serdang Bedagai","Tebing Tinggi"
121814,"Sumatera Utara","Kab. Serdang Bedagai","Pegajahan"
121815,"Sumatera Utara","Kab. Serdang Bedagai","Sei Bamban"
121816,"Sumatera Utara","Kab. Serdang Bedagai","Tebing Syahbandar"
121817,"Sumatera Utara","Kab. Serdang Bedagai","Bintang Bayu"
121901,"Sumatera Utara","Kab. Batu Bara","Medang Deras"
121902,"Sumatera Utara","Kab. Batu Bara","Sei Suka"
121903,"Sumatera Utara","Kab. Batu Bara","Air Putih"
121904,"Sumatera Utara","Kab. Batu Bara","Lima Puluh"
121905,"Sumatera Utara","Kab. Batu Bara","Talawi"
121906,"Sumatera Utara","Kab. Batu Bara","Tanjung Tiram"
121907,"Sumatera Utara","Kab. Batu Bara","Sei Balai"
122001,"Sumatera Utara","Kab. Padang Lawas Utara","Dolok Sigompulon"
122002,"Sumatera Utara","Kab. Padang Lawas Utara","Dolok"
122003,"Sumatera Utara","Kab. Padang Lawas Utara","Halongonan"
122004,"Sumatera Utara","Kab. Padang Lawas Utara","Padang Bolak"
122005,"Sumatera Utara","Kab. Padang Lawas Utara","Padang Bolak Julu"
122006,"Sumatera Utara","Kab. Padang Lawas Utara","Portibi"
122007,"Sumatera Utara","Kab. Padang Lawas Utara","Batang Onang"
122008,"Sumatera Utara","Kab. Padang Lawas Utara","Simangambat"
122009,"Sumatera Utara","Kab. Padang Lawas Utara","Hulu Sihapas"
122101,"Sumatera Utara","Kab. Padang Lawas","Sosopan"
122102,"Sumatera Utara","Kab. Padang Lawas","Barumun Tengah"
122103,"Sumatera Utara","Kab. Padang Lawas","Huristak"
122104,"Sumatera Utara","Kab. Padang Lawas","Lubuk Barumun"
122105,"Sumatera Utara","Kab. Padang Lawas","Huta Raja Tinggi"
122106,"Sumatera Utara","Kab. Padang Lawas","Ulu Barumun"
122107,"Sumatera Utara","Kab. Padang Lawas","Barumun"
122108,"Sumatera Utara","Kab. Padang Lawas","Sosa"
122109,"Sumatera Utara","Kab. Padang Lawas","Batang Lubu Sutam"
122110,"Sumatera Utara","Kab. Padang Lawas","Barumun Selatan"
122111,"Sumatera Utara","Kab. Padang Lawas","Aek Nabara Barumun"
122112,"Sumatera Utara","Kab. Padang Lawas","Sihapas Barumun"
122201,"Sumatera Utara","Kab. Labuhanbatu Selatan","Kotapinang"
122202,"Sumatera Utara","Kab. Labuhanbatu Selatan","Kampung Rakyat"
122203,"Sumatera Utara","Kab. Labuhanbatu Selatan","Torgamba"
122204,"Sumatera Utara","Kab. Labuhanbatu Selatan","Sungai Kanan"
122205,"Sumatera Utara","Kab. Labuhanbatu Selatan","Silangkitang"
122301,"Sumatera Utara","Kab. Labuhan Batu Utara","Kualuh Hulu"
122302,"Sumatera Utara","Kab. Labuhan Batu Utara","Kualuh Leidong"
122303,"Sumatera Utara","Kab. Labuhan Batu Utara","Kualuh Hilir"
122304,"Sumatera Utara","Kab. Labuhan Batu Utara","Aek Kuo"
122305,"Sumatera Utara","Kab. Labuhan Batu Utara","Marbau"
122306,"Sumatera Utara","Kab. Labuhan Batu Utara","Na IX - X"
122307,"Sumatera Utara","Kab. Labuhan Batu Utara","Aek Natas"
122308,"Sumatera Utara","Kab. Labuhan Batu Utara","Kualuh Selatan"
122401,"Sumatera Utara","Kab. Nias Utara","Lotu"
122402,"Sumatera Utara","Kab. Nias Utara","Sawo"
122403,"Sumatera Utara","Kab. Nias Utara","Tuhemberua"
122404,"Sumatera Utara","Kab. Nias Utara","Sitolu Ori"
122405,"Sumatera Utara","Kab. Nias Utara","Namohalu Esiwa"
122406,"Sumatera Utara","Kab. Nias Utara","Alasa Talumuzoi"
122407,"Sumatera Utara","Kab. Nias Utara","Alasa"
122408,"Sumatera Utara","Kab. Nias Utara","Tugala Oyo"
122409,"Sumatera Utara","Kab. Nias Utara","Afulu"
122410,"Sumatera Utara","Kab. Nias Utara","Lahewa"
122411,"Sumatera Utara","Kab. Nias Utara","Lahewa Timur"
122501,"Sumatera Utara","Kab. Nias Barat","Lahomi"
122502,"Sumatera Utara","Kab. Nias Barat","Sirombu"
122503,"Sumatera Utara","Kab. Nias Barat","Mandrehe Barat"
122504,"Sumatera Utara","Kab. Nias Barat","Moro'o"
122505,"Sumatera Utara","Kab. Nias Barat","Mandrehe"
122506,"Sumatera Utara","Kab. Nias Barat","Mandrehe Utara"
122507,"Sumatera Utara","Kab. Nias Barat","Lolofitu Moi"
122508,"Sumatera Utara","Kab. Nias Barat","Ulu Moro'o"
127101,"Sumatera Utara","Kota Medan","Medan Kota"
127102,"Sumatera Utara","Kota Medan","Medan Sunggal"
127103,"Sumatera Utara","Kota Medan","Medan Helvetia"
127104,"Sumatera Utara","Kota Medan","Medan Denai"
127105,"Sumatera Utara","Kota Medan","Medan Barat"
127106,"Sumatera Utara","Kota Medan","Medan Deli"
127107,"Sumatera Utara","Kota Medan","Medan Tuntungan"
127108,"Sumatera Utara","Kota Medan","Medan Belawan"
127109,"Sumatera Utara","Kota Medan","Medan Amplas"
127110,"Sumatera Utara","Kota Medan","Medan Area"
127111,"Sumatera Utara","Kota Medan","Medan Johor"
127112,"Sumatera Utara","Kota Medan","Medan Marelan"
127113,"Sumatera Utara","Kota Medan","Medan Labuhan"
127114,"Sumatera Utara","Kota Medan","Medan Tembung"
127115,"Sumatera Utara","Kota Medan","Medan Maimun"
127116,"Sumatera Utara","Kota Medan","Medan Polonia"
127117,"Sumatera Utara","Kota Medan","Medan Baru"
127118,"Sumatera Utara","Kota Medan","Medan Perjuangan"
127119,"Sumatera Utara","Kota Medan","Medan Petisah"
127120,"Sumatera Utara","Kota Medan","Medan Timur"
127121,"Sumatera Utara","Kota Medan","Medan Selayang"
127201,"Sumatera Utara","Kota Pematang Siantar","Siantar Timur"
127202,"Sumatera Utara","Kota Pematang Siantar","Siantar Barat"
127203,"Sumatera Utara","Kota Pematang Siantar","Siantar Utara"
127204,"Sumatera Utara","Kota Pematang Siantar","Siantar Selatan"
127205,"Sumatera Utara","Kota Pematang Siantar","Siantar Marihat"
127206,"Sumatera Utara","Kota Pematang Siantar","Siantar Martoba"
127207,"Sumatera Utara","Kota Pematang Siantar","Siantar Sitalasari"
127208,"Sumatera Utara","Kota Pematang Siantar","Siantar Marimbun"
127301,"Sumatera Utara","Kota Sibolga","Sibolga Utara"
127302,"Sumatera Utara","Kota Sibolga","Sibolga Kota"
127303,"Sumatera Utara","Kota Sibolga","Sibolga Selatan"
127304,"Sumatera Utara","Kota Sibolga","Sibolga Sambas"
127401,"Sumatera Utara","Kota Tanjung Balai","Tanjung Balai Selatan"
127402,"Sumatera Utara","Kota Tanjung Balai","Tanjung Balai Utara"
127403,"Sumatera Utara","Kota Tanjung Balai","Sei Tualang Raso"
127404,"Sumatera Utara","Kota Tanjung Balai","Teluk Nibung"
127405,"Sumatera Utara","Kota Tanjung Balai","Datuk Bandar"
127406,"Sumatera Utara","Kota Tanjung Balai","Datuk Bandar Timur"
127501,"Sumatera Utara","Kota Binjai","Binjai Utara"
127502,"Sumatera Utara","Kota Binjai","Binjai Kota"
127503,"Sumatera Utara","Kota Binjai","Binjai Barat"
127504,"Sumatera Utara","Kota Binjai","Binjai Timur"
127505,"Sumatera Utara","Kota Binjai","Binjai Selatan"
127601,"Sumatera Utara","Kota Tebing Tinggi","Padang Hulu"
127602,"Sumatera Utara","Kota Tebing Tinggi","Rambutan"
127603,"Sumatera Utara","Kota Tebing Tinggi","Padang Hilir"
127604,"Sumatera Utara","Kota Tebing Tinggi","Bajenis"
127605,"Sumatera Utara","Kota Tebing Tinggi","Tebing Tinggi Kota"
127801,"Sumatera Utara","Kota Gunungsitoli","Gunungsitoli"
127802,"Sumatera Utara","Kota Gunungsitoli","Gunungsitoli Selatan"
127803,"Sumatera Utara","Kota Gunungsitoli","Gunungsitoli Utara"
127804,"Sumatera Utara","Kota Gunungsitoli","Gunungsitoli Idanoi"
127805,"Sumatera Utara","Kota Gunungsitoli","Gunungsitoli Alo'oa"
127806,"Sumatera Utara","Kota Gunungsitoli","Gunungsitoli Barat"
130101,"Sumatera Barat","Kab. Pesisir Selatan","Pancung Soal"
130102,"Sumatera Barat","Kab. Pesisir Selatan","Ranah Pesisir"
130103,"Sumatera Barat","Kab. Pesisir Selatan","Lengayang"
130104,"Sumatera Barat","Kab. Pesisir Selatan","Batang Kapas"
130105,"Sumatera Barat","Kab. Pesisir Selatan","IV Jurai"
130106,"Sumatera Barat","Kab. Pesisir Selatan","Bayang"
130107,"Sumatera Barat","Kab. Pesisir Selatan","Koto XI Tarusan"
130108,"Sumatera Barat","Kab. Pesisir Selatan","Sutera"
130109,"Sumatera Barat","Kab. Pesisir Selatan","Linggo Sari Baganti"
130110,"Sumatera Barat","Kab. Pesisir Selatan","Lunang"
130111,"Sumatera Barat","Kab. Pesisir Selatan","Basa Ampek Balai Tapan"
130112,"Sumatera Barat","Kab. Pesisir Selatan","IV Nagari Bayang Utara"
130113,"Sumatera Barat","Kab. Pesisir Selatan","Airpura"
130114,"Sumatera Barat","Kab. Pesisir Selatan","Ranah Ampek Hulu Tapan"
130115,"Sumatera Barat","Kab. Pesisir Selatan","Silaut"
130203,"Sumatera Barat","Kab. Solok","Pantai Cermin"
130204,"Sumatera Barat","Kab. Solok","Lembah Gumanti"
130205,"Sumatera Barat","Kab. Solok","Payung Sekaki"
130206,"Sumatera Barat","Kab. Solok","Lembang Jaya"
130207,"Sumatera Barat","Kab. Solok","Gunung Talang"
130208,"Sumatera Barat","Kab. Solok","Bukit Sundi"
130209,"Sumatera Barat","Kab. Solok","IX Koto Sei Lasi"
130210,"Sumatera Barat","Kab. Solok","Kubung"
130211,"Sumatera Barat","Kab. Solok","X Koto Singkarak"
130212,"Sumatera Barat","Kab. Solok","X Koto Diatas"
130213,"Sumatera Barat","Kab. Solok","Junjung Siri"
130217,"Sumatera Barat","Kab. Solok","Hiliran Gumanti"
130218,"Sumatera Barat","Kab. Solok","Tigo Lurah"
130219,"Sumatera Barat","Kab. Solok","Danau Kembar"
130303,"Sumatera Barat","Kab. Sijunjung","Tanjung Gadang"
130304,"Sumatera Barat","Kab. Sijunjung","Sijunjung"
130305,"Sumatera Barat","Kab. Sijunjung","IV Nagari"
130306,"Sumatera Barat","Kab. Sijunjung","Kamang Baru"
130307,"Sumatera Barat","Kab. Sijunjung","Lubuak Tarok"
130308,"Sumatera Barat","Kab. Sijunjung","Koto VII"
130309,"Sumatera Barat","Kab. Sijunjung","Sumpur Kudus"
130310,"Sumatera Barat","Kab. Sijunjung","Kupitan"
130401,"Sumatera Barat","Kab. Tanah Datar","X Koto"
130402,"Sumatera Barat","Kab. Tanah Datar","Batipuh"
130403,"Sumatera Barat","Kab. Tanah Datar","Rambatan"
130404,"Sumatera Barat","Kab. Tanah Datar","Lima Kaum"
130405,"Sumatera Barat","Kab. Tanah Datar","Tanjung Emas"
130406,"Sumatera Barat","Kab. Tanah Datar","Lintau Buo"
130407,"Sumatera Barat","Kab. Tanah Datar","Sungayang"
130408,"Sumatera Barat","Kab. Tanah Datar","Sungai Tarab"
130409,"Sumatera Barat","Kab. Tanah Datar","Pariangan"
130410,"Sumatera Barat","Kab. Tanah Datar","Salimpauang"
130411,"Sumatera Barat","Kab. Tanah Datar","Padang Ganting"
130412,"Sumatera Barat","Kab. Tanah Datar","Tanjuang Baru"
130413,"Sumatera Barat","Kab. Tanah Datar","Lintau Buo Utara"
130414,"Sumatera Barat","Kab. Tanah Datar","Batipuah Selatan"
130501,"Sumatera Barat","Kab. Padang Pariaman","Lubuk Alung"
130502,"Sumatera Barat","Kab. Padang Pariaman","Batang Anai"
130503,"Sumatera Barat","Kab. Padang Pariaman","Nan Sabaris"
130504,"Sumatera Barat","Kab. Padang Pariaman","2 x 11 Enam Lingkuang"
130505,"Sumatera Barat","Kab. Padang Pariaman","VII Koto Sungai Sarik"
130506,"Sumatera Barat","Kab. Padang Pariaman","V Koto Kampung Dalam"
130507,"Sumatera Barat","Kab. Padang Pariaman","Sungai Garingging"
130508,"Sumatera Barat","Kab. Padang Pariaman","Sungai Limau"
130509,"Sumatera Barat","Kab. Padang Pariaman","IV Koto Aur Malintang"
130510,"Sumatera Barat","Kab. Padang Pariaman","Ulakan Tapakih"
130511,"Sumatera Barat","Kab. Padang Pariaman","Sintuak Toboh Gadang"
130512,"Sumatera Barat","Kab. Padang Pariaman","Padang Sago"
130513,"Sumatera Barat","Kab. Padang Pariaman","Batang Gasan"
130514,"Sumatera Barat","Kab. Padang Pariaman","V Koto Timur"
130515,"Sumatera Barat","Kab. Padang Pariaman","2 x 11 Kayu Tanam"
130516,"Sumatera Barat","Kab. Padang Pariaman","Patamuan"
130517,"Sumatera Barat","Kab. Padang Pariaman","Enam Lingkung"
130601,"Sumatera Barat","Kab. Agam","Tanjung Mutiara"
130602,"Sumatera Barat","Kab. Agam","Lubuk Basung"
130603,"Sumatera Barat","Kab. Agam","Tanjung Raya"
130604,"Sumatera Barat","Kab. Agam","Matur"
130605,"Sumatera Barat","Kab. Agam","IV Koto"
130606,"Sumatera Barat","Kab. Agam","Banuhampu"
130607,"Sumatera Barat","Kab. Agam","IV Angkat Candung"
130608,"Sumatera Barat","Kab. Agam","Baso"
130609,"Sumatera Barat","Kab. Agam","Tilatang Kamang"
130610,"Sumatera Barat","Kab. Agam","Palupuh"
130611,"Sumatera Barat","Kab. Agam","Pelembayan"
130612,"Sumatera Barat","Kab. Agam","Sungai Pua"
130613,"Sumatera Barat","Kab. Agam","Ampek Nagari"
130614,"Sumatera Barat","Kab. Agam","Candung"
130615,"Sumatera Barat","Kab. Agam","Kamang Magek"
130616,"Sumatera Barat","Kab. Agam","Malalak"
130701,"Sumatera Barat","Kab. Lima Puluh Kota","Suliki"
130702,"Sumatera Barat","Kab. Lima Puluh Kota","Guguak"
130703,"Sumatera Barat","Kab. Lima Puluh Kota","Payakumbuh"
130704,"Sumatera Barat","Kab. Lima Puluh Kota","Luak"
130705,"Sumatera Barat","Kab. Lima Puluh Kota","Harau"
130706,"Sumatera Barat","Kab. Lima Puluh Kota","Pangkalan Koto Baru"
130707,"Sumatera Barat","Kab. Lima Puluh Kota","Kapur IX"
130708,"Sumatera Barat","Kab. Lima Puluh Kota","Gunuang Omeh"
130709,"Sumatera Barat","Kab. Lima Puluh Kota","Lareh Sago Halaban"
130710,"Sumatera Barat","Kab. Lima Puluh Kota","Situjuah Limo Nagari"
130711,"Sumatera Barat","Kab. Lima Puluh Kota","Mungka"
130712,"Sumatera Barat","Kab. Lima Puluh Kota","Bukik Barisan"
130713,"Sumatera Barat","Kab. Lima Puluh Kota","Akabiluru"
130804,"Sumatera Barat","Kab. Pasaman","Bonjol"
130805,"Sumatera Barat","Kab. Pasaman","Lubuk Sikaping"
130807,"Sumatera Barat","Kab. Pasaman","Panti"
130808,"Sumatera Barat","Kab. Pasaman","Mapat Tunggul"
130812,"Sumatera Barat","Kab. Pasaman","Duo Koto"
130813,"Sumatera Barat","Kab. Pasaman","Tigo Nagari"
130814,"Sumatera Barat","Kab. Pasaman","Rao"
130815,"Sumatera Barat","Kab. Pasaman","Mapat Tunggul Selatan"
130816,"Sumatera Barat","Kab. Pasaman","Simpang Alahan Mati"
130817,"Sumatera Barat","Kab. Pasaman","Padang Gelugur"
130818,"Sumatera Barat","Kab. Pasaman","Rao Utara"
130819,"Sumatera Barat","Kab. Pasaman","Rao Selatan"
130901,"Sumatera Barat","Kab. Kepulauan Mentawai","Pagai Utara"
130902,"Sumatera Barat","Kab. Kepulauan Mentawai","Sipora Selatan"
130903,"Sumatera Barat","Kab. Kepulauan Mentawai","Siberut Selatan"
130904,"Sumatera Barat","Kab. Kepulauan Mentawai","Siberut Utara"
130905,"Sumatera Barat","Kab. Kepulauan Mentawai","Siberut Barat"
130906,"Sumatera Barat","Kab. Kepulauan Mentawai","Siberut Barat Daya"
130907,"Sumatera Barat","Kab. Kepulauan Mentawai","Siberut Tengah"
130908,"Sumatera Barat","Kab. Kepulauan Mentawai","Sipora Utara"
130909,"Sumatera Barat","Kab. Kepulauan Mentawai","Sikakap"
130910,"Sumatera Barat","Kab. Kepulauan Mentawai","Pagai Selatan"
131001,"Sumatera Barat","Kab. Dharmasraya","Koto Baru"
131002,"Sumatera Barat","Kab. Dharmasraya","Pulau Punjung"
131003,"Sumatera Barat","Kab. Dharmasraya","Sungai Rumbai"
131004,"Sumatera Barat","Kab. Dharmasraya","Sitiung"
131005,"Sumatera Barat","Kab. Dharmasraya","Sembilan Koto"
131006,"Sumatera Barat","Kab. Dharmasraya","Timpeh"
131007,"Sumatera Barat","Kab. Dharmasraya","Koto Salak"
